lead_id,lead_indicator,date_part,source,customer_group,onboarding,customer_code
167,0.0,2024-01-18,signup,1,False,MNCSDIPRDF
169,1.0,2024-01-20,signup,6,False,CNNNKVXVBZ
183,1.0,2024-01-06,signup,5,True,LUBQTNWDCM
185,1.0,2024-01-02,signup,9,False,AACEDUWABX
186,1.0,2024-01-12,signup,9,False,QGGDGUBOFX
188,1.0,2024-01-04,signup,9,True,ETCMPIAOPD
189,0.0,2024-01-23,signup,5,True,VOOTYELWHE
190,0.0,2024-01-13,signup,5,False,CXUUCQWNNU
191,1.0,2024-01-17,signup,2,False,CTTBPSFQGY
194,0.0,2024-01-09,signup,4,False,OWBEEKDLKJ
197,1.0,2024-01-01,signup,2,True,VDNVRNQBWI
200,1.0,2024-01-05,signup,5,True,JBIJNXCLSV
204,1.0,2024-01-20,signup,2,False,DIEBKIQXIE
211,1.0,2024-01-29,signup,7,False,PLTYLCEFBO
212,1.0,2024-01-18,signup,8,False,UXHKQSMYVV
213,0.0,2024-01-27,signup,1,True,ZOYWTXPOZY
214,1.0,2024-01-20,signup,5,True,JNWPKXCSSO
215,0.0,2024-01-04,signup,8,False,VUZLWIFHQJ
221,1.0,2024-01-14,signup,6,False,MKSYUTUPJP
227,0.0,2024-01-27,signup,2,False,FJPJFRMSBU
230,1.0,2024-01-22,signup,9,False,EQOMPRQEWY
234,0.0,2024-01-06,signup,6,False,WDCBAOBGWP
235,1.0,2024-01-26,signup,5,True,YLJXFOVMVA
240,1.0,2024-01-04,signup,7,False,ZYKTZXDHHZ
246,0.0,2024-01-27,signup,7,True,None
250,0.0,2024-01-18,signup,6,False,FVIKAFWSNY
252,1.0,2024-01-19,signup,2,False,KOCYNCMCMV
253,0.0,2024-01-22,signup,9,True,BDQKEYUSMI
256,1.0,2024-01-09,signup,8,True,FSXSWSYZUJ
259,0.0,2024-01-22,signup,9,True,KSFIGBQODL
267,1.0,2024-01-16,signup,4,False,LYBCDYVCHQ
268,0.0,2024-01-02,signup,8,False,ICDPTWVENR
270,1.0,2024-01-20,signup,3,True,GOGGTKNAMI
272,1.0,2024-01-03,signup,8,False,MPHAMNJDFG
275,1.0,2024-01-23,signup,5,True,RWQKNZRIVB
276,1.0,2024-01-02,signup,6,True,RGEDZASBRA
279,1.0,2024-01-25,signup,8,True,ZDCQVADSDR
281,0.0,2024-01-05,signup,8,False,XVACGPNCAJ
286,0.0,2024-01-30,signup,1,False,VEYIFYUIOP
293,0.0,2024-01-18,signup,5,False,BWKSTABDJH
301,1.0,2024-01-12,signup,6,False,HWDYYSGJZR
306,1.0,2024-01-12,signup,9,True,POZJYBRZVJ
314,1.0,2024-01-30,signup,3,False,PVTMUCPXBM
316,0.0,2024-01-11,signup,4,True,DNZYBFEQQX
320,1.0,2024-01-30,signup,9,False,EPJEEVITQL
321,1.0,2024-01-19,signup,2,False,PXLHFETYFZ
326,1.0,2024-01-05,signup,4,True,YJUWGABPSV
327,1.0,2024-01-25,signup,4,True,KWPRBKALJZ
338,0.0,2024-01-21,signup,5,True,LXGGISTXEU
345,1.0,2024-01-15,signup,8,False,ZNTKHUJZBI
347,0.0,2024-01-19,signup,9,True,GUHJUXCUAI
349,1.0,2024-01-05,signup,2,True,RUQHWTWNTS
352,1.0,2024-01-13,signup,5,True,PYXIFNVILN
353,0.0,2024-01-18,signup,1,True,IXRSKBZDGM
360,0.0,2024-01-30,signup,1,True,PJRQVNYWKR
362,0.0,2024-01-09,signup,2,False,CUOGTVGVLJ
367,1.0,2024-01-10,signup,2,False,JELRVEIWTP
370,0.0,2024-01-30,signup,3,False,AJTXKCIAPG
373,1.0,2024-01-21,signup,9,False,GRDBMUTEGG
374,0.0,2024-01-13,signup,4,False,ZYBUMTNCVY
382,1.0,2024-01-13,signup,9,False,QIRLGHFEYT
385,1.0,2024-01-05,signup,7,True,NEDLCGZVFP
388,1.0,2024-01-28,signup,2,True,JZUSHCNZAY
391,0.0,2024-01-26,signup,8,True,YGLLRNOUHW
400,0.0,2024-01-20,signup,5,False,USEDQJJTXO
401,1.0,2024-01-23,signup,8,False,MHSUUXYIIR
404,0.0,2024-01-09,signup,6,True,IGCIXTLQSM
406,0.0,2024-01-19,signup,8,False,DQBBZCLEKF
419,1.0,2024-01-27,signup,8,True,AOOQECTXNK
423,0.0,2024-01-06,signup,3,False,EPMDFKOEUJ
426,0.0,2024-01-21,signup,7,True,YFROGHEYSX
427,1.0,2024-01-01,signup,6,True,LGZDTMNLJY
430,0.0,2024-01-28,signup,7,False,SNDYIUCQAE
432,1.0,2024-01-20,signup,4,False,JHAOJJIWCW
436,0.0,2024-01-05,signup,5,True,QDOAFZIIST
438,1.0,2024-01-15,signup,8,True,ADKNQXITXD
445,1.0,2024-01-08,signup,1,False,COQGIQDKJZ
449,0.0,2024-01-29,signup,3,True,XESIROZJQI
451,1.0,2024-01-11,signup,2,False,QNQSVXSEUL
452,0.0,2024-01-13,signup,1,False,PABKNFJTAM
459,0.0,2024-01-19,signup,1,False,KJJLWOBSQO
463,1.0,2024-01-31,signup,1,True,AEMOQPZTTB
501,1.0,2024-01-06,signup,3,False,UTIMHHOHJP
505,0.0,2024-01-10,signup,7,True,YDSYXTXNUN
512,1.0,2024-01-20,signup,5,False,MAHSOLTKEW
519,0.0,2024-01-24,signup,5,True,MFELPVBLUU
523,1.0,2024-01-25,signup,4,False,IKLMFEYYHN
525,0.0,2024-01-10,signup,1,False,XYECIRVNCY
526,0.0,2024-01-17,signup,6,True,PVDXFBWPGM
527,0.0,2024-01-29,signup,5,True,RVMSZZDPNQ
528,0.0,2024-01-08,signup,8,False,SACGVDYWXR
530,1.0,2024-01-01,signup,3,False,DZHTRLDBIX
533,1.0,2024-01-07,signup,6,False,XOLXNLHBCZ
534,1.0,2024-01-24,signup,6,True,IEXGHXCYGL
537,0.0,2024-01-12,signup,2,False,PSOJFGSNNP
539,0.0,2024-01-26,signup,2,False,SYJUCSTRZE
557,0.0,2024-01-08,signup,6,False,LVJQWQXXLU
558,1.0,2024-01-10,signup,6,False,NHTYEOTPZH
566,0.0,2024-01-30,signup,7,False,NAOXGOYWZF
575,1.0,2024-01-09,signup,4,True,REYBGTVOKY
576,0.0,2024-01-10,signup,5,False,NJEBHCDREE
580,0.0,2024-01-08,signup,3,True,YKEOETLNNG
582,0.0,2024-01-14,signup,8,True,ETCAJJRHIP
592,0.0,2024-01-26,signup,2,False,CNKVNFRBSZ
593,0.0,2024-01-12,signup,6,False,FCNTCDPNMW
598,0.0,2024-01-01,signup,3,True,UFFRUFQLMG
599,0.0,2024-01-20,signup,8,True,LPGTEFYWJL
602,0.0,2024-01-03,signup,1,False,EHMMMGVKOA
605,0.0,2024-01-25,signup,6,False,DWYVEJRRSW
611,1.0,2024-01-02,signup,6,True,FFUBCHUAGP
614,1.0,2024-01-14,signup,6,True,JYFIJESLYA
616,0.0,2024-01-08,signup,5,False,ZCNHYQKMGM
619,1.0,2024-01-29,signup,2,False,RGKHMWRUXA
624,1.0,2024-01-11,signup,5,True,UGHFDHTXRD
625,0.0,2024-01-17,signup,6,True,RJISFSBNJB
627,1.0,2024-01-10,signup,6,False,RNPBRFDQDX
632,1.0,2024-01-02,signup,5,True,QYTZJRDRIM
640,0.0,2024-01-12,signup,6,False,BIHFEVBUIM
642,0.0,2024-01-06,signup,8,True,SSKURYLYZP
643,0.0,2024-01-24,signup,7,True,GIBIFRRMAT
654,0.0,2024-01-07,signup,3,False,NJXMZWWFIW
658,1.0,2024-01-15,signup,3,True,GVIKENFAAJ
671,1.0,2024-01-28,signup,9,False,VNWHTKCVXP
690,0.0,2024-01-16,signup,9,True,SQNBXJNFSJ
698,0.0,2024-01-03,signup,9,False,HMNFUOVOWZ
704,0.0,2024-01-27,signup,8,True,FMGLODWJAI
706,0.0,2024-01-28,signup,3,True,CEDWZBKFLE
708,0.0,2024-01-06,signup,3,True,HINGPSFRDB
710,1.0,2024-01-14,signup,5,True,MTPFPWDOPG
715,1.0,2024-01-29,signup,2,False,PUHGEATEQG
718,0.0,2024-01-17,signup,1,True,XGFYZZUXJR
720,1.0,2024-01-19,signup,1,False,HZFVXJXGEL
723,1.0,2024-01-12,signup,8,False,BBSEAEVOWC
737,1.0,2024-01-03,signup,9,False,GHNCYYMMTP
740,0.0,2024-01-26,signup,9,True,WWXKLNYLDU
741,0.0,2024-01-18,signup,4,True,DIZVUCIXFY
745,1.0,2024-01-02,signup,8,False,SPLUQDKFMN
758,1.0,2024-01-02,signup,8,True,WYRHXLWMAY
759,1.0,2024-01-15,signup,9,True,WQCXHPIDID
762,0.0,2024-01-03,signup,4,False,AORSCBDFWI
771,1.0,2024-01-01,signup,3,True,GQAPHMNXBK
774,1.0,2024-01-17,signup,5,False,BZJCNBMXML
776,0.0,2024-01-10,signup,7,True,RDPYIQZBMC
779,1.0,2024-01-08,signup,6,False,MFQNWOZXMS
781,1.0,2024-01-07,signup,1,True,OYYQXPXEKZ
786,1.0,2024-01-31,signup,6,False,HSJVHVITCA
789,1.0,2024-01-01,signup,8,True,JXWKANDJCR
791,1.0,2024-01-03,signup,4,False,RCHBBHXNVX
794,0.0,2024-01-05,signup,5,False,CMNXJCHIIP
797,1.0,2024-01-21,signup,9,True,GDMEBGLZFE
802,1.0,2024-01-08,signup,7,False,LBIFWPYBWF
807,1.0,2024-01-04,signup,5,False,UJKCVSBKNM
813,1.0,2024-01-28,signup,5,False,IYNCYSMWUV
816,1.0,2024-01-19,signup,9,True,YLCEHNZABA
821,0.0,2024-01-17,signup,2,False,SSZDSRLDJP
831,0.0,2024-01-06,signup,1,True,HIGFFFZBXL
835,0.0,2024-01-18,signup,5,False,XOKTNESPEO
836,1.0,2024-01-18,signup,6,True,EJFQSWZBJA
838,1.0,2024-01-10,signup,7,False,VPYDBZVHTE
839,1.0,2024-01-05,signup,5,False,SAAFCDSWCC
842,0.0,2024-01-23,signup,9,True,MHZLKADZAW
850,0.0,2024-01-23,signup,2,False,LYWGSLNBTH
860,1.0,2024-01-27,signup,2,False,FOUNMYYFHQ
865,1.0,2024-01-06,signup,2,False,YTNTDRSNDE
866,0.0,2024-01-13,signup,2,True,JMTGMQDPTP
870,0.0,2024-01-22,signup,6,False,MHCYGCCQFU
880,0.0,2024-01-27,signup,1,True,TUICNOJJRT
883,0.0,2024-01-03,signup,7,False,ACJHDYBUCE
888,0.0,2024-01-17,signup,3,True,YOBNHOXFYF
890,1.0,2024-01-14,signup,5,False,QBKPIJNJYF
892,1.0,2024-01-26,signup,2,True,DFSUMGNCSD
893,0.0,2024-01-24,signup,4,True,GWNOZVRSRB
895,0.0,2024-01-23,signup,8,True,VWTTZIOENI
900,0.0,2024-01-27,signup,3,True,XNYHBTBNDJ
915,0.0,2024-01-04,signup,1,True,YMFDNPQKIM
919,0.0,2024-01-15,signup,4,True,HJLDOUDXLN
921,0.0,2024-01-17,signup,5,True,HHZAADKBJV
923,1.0,2024-01-27,signup,4,True,VFVYNUSVFY
926,0.0,2024-01-23,signup,1,False,ENRJFZMQNM
927,1.0,2024-01-16,signup,5,False,PIKNMLKDKF
928,1.0,2024-01-17,signup,1,True,UXDNPTPECX
929,0.0,2024-01-14,signup,3,False,RRHIJXCZOY
934,0.0,2024-01-12,signup,5,True,JHLUZDSKYM
940,0.0,2024-01-06,signup,7,True,JMOOHGXTWM
941,1.0,2024-01-04,signup,9,False,CNGHVSGEHT
943,1.0,2024-01-26,signup,4,False,SJGRDZTJOQ
944,0.0,2024-01-23,signup,4,True,AKRULLBMLT
945,0.0,2024-01-12,signup,5,True,VRSTCDGDOY
946,0.0,2024-01-13,signup,1,True,ZXOFCYLMSV
949,1.0,2024-01-13,signup,5,False,COGAXYVMUI
952,0.0,2024-01-20,signup,5,False,WWYOUYKKUS
957,0.0,2024-01-18,signup,2,True,TTVFUYMIVE
958,0.0,2024-01-27,signup,5,False,QESSCBULEN
960,0.0,2024-01-29,signup,9,True,KSKDFVQOHW
969,0.0,2024-01-15,signup,5,False,XFRFGSVNMA
970,1.0,2024-01-19,signup,2,True,FIRKVYKSOI
973,0.0,2024-01-17,signup,7,True,REBSMLGTTT
974,0.0,2024-01-21,signup,6,True,LJMVWKYUUM
983,0.0,2024-01-01,signup,1,False,TDQIHBITTJ
988,0.0,2024-01-17,signup,7,False,AJNLYNBTPO
993,1.0,2024-01-31,signup,1,False,FLXCREYSVB
995,0.0,2024-01-15,signup,8,True,DUNFDNCKWM
997,0.0,2024-01-11,signup,4,False,DBMQVILOCG
999,0.0,2024-01-27,signup,6,False,KCOFGBIBCI
1004,1.0,2024-01-29,signup,5,False,LORDOPYUBO
1008,0.0,2024-01-26,signup,9,True,LDOHETXYAD
1009,0.0,2024-01-19,signup,8,True,DTYRGVFMCK
1028,0.0,2024-01-01,signup,6,False,UZLJPVTCXM
1036,0.0,2024-01-20,signup,5,True,JGGJJTHPRU
1038,0.0,2024-01-17,signup,7,True,VEHKOTILTM
1052,1.0,2024-01-17,signup,3,True,UBGECTWTRF
1057,0.0,2024-01-31,signup,6,True,KYGDUCUWYM
1058,0.0,2024-01-02,signup,1,True,KCYMGBDYSC
1062,1.0,2024-01-17,signup,5,False,QCJVAWYIMF
1063,0.0,2024-01-11,signup,2,False,KMFNNCZVER
1065,1.0,2024-01-10,signup,4,False,RANIYZSKFA
1068,0.0,2024-01-28,signup,3,True,FGZUGTGZPZ
1070,0.0,2024-01-16,signup,3,False,ACYPUVHSOW
1082,0.0,2024-01-21,signup,4,False,SRCGDDJHBN
1087,0.0,2024-01-15,signup,1,True,NXRPDJYFAM
1091,1.0,2024-01-12,signup,8,True,XDFBBSBHKN
1092,1.0,2024-01-07,signup,4,True,ASEHVFRQUJ
1093,1.0,2024-01-05,signup,9,False,IIYVSQVHBP
1095,0.0,2024-01-24,signup,9,True,SHKBQTZWSS
1115,1.0,2024-01-31,signup,7,True,MUOQTYXPPH
1117,1.0,2024-01-11,signup,7,True,VCDZUIQOPB
1122,1.0,2024-01-15,signup,3,False,QBSPUXTXAY
1123,1.0,2024-01-13,signup,2,True,VKAYUAPTNB
1126,0.0,2024-01-14,signup,2,False,BAVWGRIWSQ
1127,0.0,2024-01-21,signup,3,True,ACGNMOMNLJ
1134,1.0,2024-01-19,signup,2,False,SUZAZWTDMK
1135,0.0,2024-01-24,signup,7,False,FCVWAEPSKW
1142,1.0,2024-01-25,signup,7,True,NNKEZNVAAB
1143,1.0,2024-01-14,signup,5,True,INETGXZCBY
1151,1.0,2024-01-24,signup,6,False,SVYESOOFWR
1157,1.0,2024-01-08,signup,9,True,IISCHQFBIE
1169,0.0,2024-01-12,signup,9,True,DABOAFDXJR
1174,1.0,2024-01-28,signup,3,True,WUMFFJAHAF
1176,1.0,2024-01-13,signup,4,False,MVSYMXKJUA
1194,0.0,2024-01-23,signup,1,False,ITXSZDVKSX
1199,0.0,2024-01-16,signup,7,False,DKEZPQOXOA
1200,1.0,2024-01-21,signup,2,True,YPZHPYRBVI
1201,0.0,2024-01-08,signup,6,True,KSSUHTGZUS
1202,0.0,2024-01-16,signup,4,True,VAUSUPUYIY
1217,1.0,2024-01-17,signup,5,False,INDGXRKGGO
1233,0.0,2024-01-03,signup,7,True,WVMKZTSFEG
1237,0.0,2024-01-02,signup,4,False,SGSVVPUTKS
1241,1.0,2024-01-22,signup,7,False,KUBWYHOHAV
1248,1.0,2024-01-23,signup,3,False,PGKBCBGCPG
1258,0.0,2024-01-14,signup,5,False,ZANROXSCOM
1261,1.0,2024-01-30,signup,9,False,PYINSEVNMD
1266,0.0,2024-01-01,signup,1,False,EQRVZDGWUM
1269,0.0,2024-01-24,signup,1,True,WKUVKBVOSO
1270,1.0,2024-01-10,signup,1,False,SOFZTOQUHE
1281,1.0,2024-01-20,signup,7,True,RCIZKXBUZU
1285,1.0,2024-01-30,signup,7,True,ALBWFMQLGR
1289,0.0,2024-01-03,signup,5,True,IAIVQNXLUW
1290,0.0,2024-01-11,signup,3,True,DTTDQXBCPA
1291,0.0,2024-01-25,signup,6,False,OYBLICUQXU
1292,1.0,2024-01-10,signup,2,True,BOHKVNEGOJ
1297,0.0,2024-01-21,signup,2,False,EVTHGZMFAZ
1300,0.0,2024-01-30,signup,4,False,CHQHMZZKDQ
1302,0.0,2024-01-12,signup,6,True,YOLODVDAVI
1304,1.0,2024-01-09,signup,3,True,PUWIJTDZSG
1305,1.0,2024-01-25,signup,2,False,VDEQNVNZEU
1306,1.0,2024-01-14,signup,3,False,CTQRHKUXCW
1311,1.0,2024-01-31,signup,4,False,QUFLAXZPQD
1313,1.0,2024-01-05,signup,2,True,QINUVSMRGV
1315,1.0,2024-01-31,signup,5,False,SZYZIOBWSP
1317,1.0,2024-01-18,signup,2,True,CFYSGXNLBM
1322,1.0,2024-01-18,signup,4,True,RSIFJSLTFF
1325,0.0,2024-01-27,signup,9,False,EBAGMAMOTW
1331,1.0,2024-01-01,signup,4,False,ZHKJDKEPON
1336,0.0,2024-01-06,signup,4,True,ZCSGTZPNDP
1340,0.0,2024-01-31,signup,9,False,ETLTEZOQWY
1344,1.0,2024-01-16,signup,7,False,ESNGKFMALU
1345,0.0,2024-01-05,signup,4,False,XMAQJUOCAK
1360,1.0,2024-01-31,signup,3,False,DVSBBUVEEX
1363,1.0,2024-01-25,signup,6,True,WQGDNPLCNO
1368,0.0,2024-01-21,signup,3,False,SKQKCUPFYQ
1383,0.0,2024-01-07,signup,5,True,QMHHXJANXT
1385,0.0,2024-01-04,signup,4,False,NLIGDSPZTV
1386,1.0,2024-01-21,signup,9,True,LHJZICTNCM
1395,1.0,2024-01-09,signup,2,True,PKPIMJZVJJ
1397,0.0,2024-01-21,signup,5,False,MWNFQXMJPB
1398,1.0,2024-01-18,signup,2,False,MMKBBVBXCB
1399,1.0,2024-01-15,signup,8,False,OQFXYVYAUW
1400,0.0,2024-01-15,signup,7,True,EIUQUSIAUQ
1401,0.0,2024-01-06,signup,8,False,XKVXTLPTCR
1411,0.0,2024-01-17,signup,1,True,YDXMYVNMDR
1414,1.0,2024-01-28,signup,6,False,JOUFDIXAWH
1416,0.0,2024-01-04,signup,5,False,VBIVRLQJLG
1417,0.0,2024-01-29,signup,5,True,ONMQDPSNHK
1419,1.0,2024-01-15,signup,1,False,NJTOBJPQRR
1429,1.0,2024-01-26,signup,2,False,RSNOQDEAFR
1430,0.0,2024-01-19,signup,4,False,WQNARHEDIF
1436,0.0,2024-01-16,signup,1,True,MHRMRCHOJZ
1443,0.0,2024-01-28,signup,6,True,BBVQLLAFLU
1444,1.0,2024-01-22,signup,3,False,FJPJGMJRGE
1453,1.0,2024-01-27,signup,8,False,HYAKHILAAG
1458,0.0,2024-01-24,signup,2,False,CPOMUHDNVW
1468,1.0,2024-01-04,signup,1,True,UOPIHAFHRC
1474,0.0,2024-01-15,signup,4,False,YETRUHPMJA
1480,1.0,2024-01-06,signup,6,False,IFFABNDVAR
1489,0.0,2024-01-29,signup,4,False,YDOGOCUAPP
1492,0.0,2024-01-14,signup,1,False,ECSQVRZSXB
1493,0.0,2024-01-24,signup,2,True,CZZOSZWVNK
1496,1.0,2024-01-10,signup,2,True,OYFJYAGYQU
1500,1.0,2024-01-14,signup,8,False,WPAJQHLSUR
1501,0.0,2024-01-04,signup,8,True,PTLMVEZHEY
1502,0.0,2024-01-10,signup,3,True,DECGSJHVOT
1506,1.0,2024-01-23,signup,5,False,MWRMPBDBFY
1513,0.0,2024-01-09,signup,6,False,VPNYVMTMDF
1514,0.0,2024-01-15,signup,5,True,DESIMKOMNP
1516,1.0,2024-01-30,signup,1,True,RUYGZYNESD
1518,0.0,2024-01-20,signup,8,True,YXZBNNGYQV
1521,1.0,2024-01-18,signup,7,True,BOEUIUJQED
1523,0.0,2024-01-23,signup,9,True,GQXXGOMICE
1524,0.0,2024-01-12,signup,2,False,GRJODJJLAI
1526,0.0,2024-01-21,signup,1,True,ZRAEEGVMQR
1528,1.0,2024-01-26,signup,3,True,ABVBRHFQEU
1529,1.0,2024-01-08,signup,3,False,GMWEVUCQOA
1532,1.0,2024-01-02,signup,8,True,RUBEYQCJBJ
1537,1.0,2024-01-04,signup,5,True,YACPQUXEWT
1539,1.0,2024-01-23,signup,8,False,RQFFFUVVSE
1543,0.0,2024-01-13,signup,1,False,ZCYZOTHJAE
1546,1.0,2024-01-13,signup,2,False,TGZHTOOPYP
1547,1.0,2024-01-01,signup,9,False,WDRORMPQQM
1549,1.0,2024-01-07,signup,5,True,VGRTXESVAH
1553,1.0,2024-01-15,signup,3,False,VXIOAQCPBJ
1560,0.0,2024-01-16,signup,6,True,YIRZRYJTJX
1561,0.0,2024-01-17,signup,9,False,LYBRITTTHJ
1562,1.0,2024-01-24,signup,9,False,XCESINRFTX
1564,1.0,2024-01-03,signup,5,False,RKVZVERVXV
1579,1.0,2024-01-20,signup,5,True,FKJLVDJFBH
1580,0.0,2024-01-15,signup,3,True,HFKGKUVHCG
1583,0.0,2024-01-16,signup,2,False,MPIVSIEJIZ
1588,0.0,2024-01-19,signup,9,False,XPQUCNXGBX
1596,0.0,2024-01-31,signup,5,True,UPELAESVFE
1598,0.0,2024-01-28,signup,3,True,KIZJFMPBXR
1615,1.0,2024-01-03,signup,9,True,DBNPTKRCHC
1618,1.0,2024-01-13,signup,1,False,LYQTAAZWDC
1622,1.0,2024-01-06,signup,3,False,HXRSEUHHLY
1627,1.0,2024-01-08,signup,4,False,IVBBJUMUZH
1629,0.0,2024-01-13,signup,8,True,MEMJQUGZLG
1631,0.0,2024-01-05,signup,5,False,BZPNZECNBF
1632,1.0,2024-01-29,signup,4,False,NXZQXXWHZM
1636,0.0,2024-01-03,signup,6,False,XFPOXGFHQY
1642,1.0,2024-01-11,signup,5,False,BMTIJIHXDF
1647,1.0,2024-01-12,signup,8,True,JXBHOLPLQA
1653,0.0,2024-01-20,signup,9,True,BCSMSZZGRV
1656,1.0,2024-01-17,signup,6,False,XACONSTNWH
1657,0.0,2024-01-03,signup,2,True,IDXEYODXHJ
1661,1.0,2024-01-23,signup,4,False,JGMBJYOGLP
1663,0.0,2024-01-17,signup,7,True,OHQQCGFJLY
1672,1.0,2024-01-19,signup,1,False,UKOCNMXYTV
1675,0.0,2024-01-30,signup,3,False,LUDOOIRVBJ
1677,0.0,2024-01-23,signup,9,True,YDQSDEDFYL
1678,0.0,2024-01-14,signup,8,False,CQOGTSRHCK
1682,1.0,2024-01-27,signup,4,True,MRFCPRUMCU
1685,1.0,2024-01-09,signup,4,True,ELHBMLSTMV
1688,1.0,2024-01-10,signup,6,True,OJPRHVFYBS
1704,0.0,2024-01-10,signup,6,False,QLSPILCLFM
1706,1.0,2024-01-18,signup,1,False,ZTDOOARFJJ
1709,1.0,2024-01-28,signup,8,False,RGKVJTEFWA
1713,0.0,2024-01-04,signup,6,False,CMKJNOOXVB
1722,0.0,2024-01-21,signup,7,False,None
1723,0.0,2024-01-02,signup,5,True,YMLKEECUNC
1731,1.0,2024-01-08,signup,7,True,EEFPHWMQCP
1735,1.0,2024-01-29,signup,3,True,LRRNQZHZPW
1739,0.0,2024-01-31,signup,4,True,XSWOEMOKDC
1740,1.0,2024-01-17,signup,4,True,RRVZREBVEO
1741,1.0,2024-01-09,signup,4,True,CGRPMCTXGI
1744,0.0,2024-01-14,signup,3,True,BHKTGWTMNB
1747,0.0,2024-01-17,signup,2,False,FHJSPNAAPM
1750,1.0,2024-01-05,signup,7,True,WIFFOMLILV
1758,0.0,2024-01-22,signup,9,False,ZYMJVDMGZY
1761,1.0,2024-01-20,signup,2,False,QADSYOWCAL
1764,0.0,2024-01-23,signup,4,True,QAEZJOBRYA
1768,0.0,2024-01-06,signup,5,False,HWDDRWHCTP
1772,1.0,2024-01-28,signup,9,False,RMJJJGRXKK
1776,1.0,2024-01-24,signup,7,True,SNJWFDZFVA
1777,0.0,2024-01-31,signup,2,True,CXPYJCJUWP
1778,0.0,2024-01-20,signup,4,False,XLLBMYRTKT
1782,0.0,2024-01-19,signup,6,True,JHKZGNYHBY
1784,1.0,2024-01-08,signup,9,False,VYCFXBNCAN
1787,1.0,2024-01-04,signup,7,False,RFDEWSCEGC
1805,1.0,2024-01-24,signup,2,True,FSNNRUBSRQ
1809,0.0,2024-01-23,signup,8,False,VGFGAEHIDL
1811,1.0,2024-01-10,signup,6,True,YMCVHZEBPP
1812,0.0,2024-01-18,signup,9,True,VRTMBXAOOI
1818,1.0,2024-01-06,signup,3,False,KRQIVZIHFU
1819,0.0,2024-01-27,signup,8,False,QRYEBMBBKK
1823,1.0,2024-01-26,signup,6,False,OKWWIRZAYV
1825,1.0,2024-01-05,signup,2,False,EXBZLLJMUR
1828,1.0,2024-01-13,signup,5,True,ZIAVCDMTEQ
1829,0.0,2024-01-14,signup,4,False,DOKJWLIUTG
1831,1.0,2024-01-16,signup,8,False,YLDXHPXGGK
1837,0.0,2024-01-22,signup,5,False,WPIBIYUVPB
1838,1.0,2024-01-02,signup,4,False,OKXYVHEARF
