lead_id,lead_indicator,date_part,source,purchases,time_spent,customer_group,onboarding,customer_code,n_visits
88,1.0,2024-01-19,signup,5,92.1686973895616,5,False,ILBYCVCCZP,5
93,1.0,2024-01-12,signup,7,115.6297104636103,3,True,BNJNDMKIOK,8
95,0.0,2024-01-07,signup,5,100.60175076496527,1,False,JBJDCNSVYQ,5
97,0.0,2024-01-12,signup,2,102.83432551804502,3,False,EVTQSTMJAY,11
104,1.0,2024-01-02,signup,4,83.14537653383184,1,True,IROQPSWYUC,15
107,1.0,2024-01-17,signup,10,102.76304644632944,2,True,YHGCDBUZOO,13
109,0.0,2024-01-23,signup,3,94.52850640643544,2,True,TUKZRKNGZC,1
110,0.0,2024-01-01,signup,6,108.06151279697065,4,True,NWTUJSIWDD,4
112,1.0,2024-01-18,signup,3,106.22273137964524,4,True,BPQXMGSSGK,7
116,1.0,2024-01-28,signup,4,101.55155875618536,3,False,ANVCOQDWPG,26
126,1.0,2024-01-12,signup,4,93.3007105454706,3,True,NBUXBYCSKE,19
130,0.0,2024-01-04,signup,5,111.24927864936836,5,True,FBOBLIOYHV,5
133,0.0,2024-01-12,signup,7,93.07633213437944,5,True,TLHITDPRSA,6
141,0.0,2024-01-01,signup,6,82.01876634155049,7,False,JMFONJZUPE,8
142,0.0,2024-01-17,signup,4,111.3291170535832,9,False,KNDCQISUNM,8
146,1.0,2024-01-25,signup,8,100.83569817228522,9,False,UKEAVDRBIM,21
148,0.0,2024-01-13,signup,3,111.11584773107472,2,True,VIQNDTATLY,6
152,0.0,2024-01-29,signup,7,101.5583646851383,2,False,PKMEXRHJWN,2
160,0.0,2024-01-23,signup,8,127.43840235756144,7,False,PJACVAGSNN,2
167,0.0,2024-01-18,signup,6,94.11985007702344,1,False,MNCSDIPRDF,4
169,1.0,2024-01-20,signup,4,100.28174587586498,6,False,CNNNKVXVBZ,14
183,1.0,2024-01-06,signup,6,118.20725241944896,5,True,LUBQTNWDCM,12
185,1.0,2024-01-02,signup,5,108.4671057041904,9,False,AACEDUWABX,31
186,1.0,2024-01-12,signup,3,110.2739853172138,9,False,QGGDGUBOFX,33
188,1.0,2024-01-04,signup,1,85.44462025039758,9,True,ETCMPIAOPD,26
189,0.0,2024-01-23,signup,6,103.52277521433118,5,True,VOOTYELWHE,5
190,0.0,2024-01-13,signup,3,94.46103687379949,5,False,CXUUCQWNNU,1
191,1.0,2024-01-17,signup,7,106.8005479869779,2,False,CTTBPSFQGY,18
194,0.0,2024-01-09,signup,6,93.56148281115097,4,False,OWBEEKDLKJ,9
197,1.0,2024-01-01,signup,3,114.89852301232848,2,True,VDNVRNQBWI,13
200,1.0,2024-01-05,signup,2,100.63924108848104,5,True,JBIJNXCLSV,11
204,1.0,2024-01-20,signup,4,89.4820736446299,2,False,DIEBKIQXIE,13
211,1.0,2024-01-29,signup,4,101.51771750362296,7,False,PLTYLCEFBO,13
212,1.0,2024-01-18,signup,5,112.3181616467056,8,False,UXHKQSMYVV,16
213,0.0,2024-01-27,signup,1,96.94504011802552,1,True,ZOYWTXPOZY,2
214,1.0,2024-01-20,signup,5,95.7605620418089,5,True,JNWPKXCSSO,15
215,0.0,2024-01-04,signup,9,91.36941871598736,8,False,VUZLWIFHQJ,6
221,1.0,2024-01-14,signup,4,108.10703114383016,6,False,MKSYUTUPJP,12
227,0.0,2024-01-27,signup,4,97.50699176099089,2,False,FJPJFRMSBU,5
230,1.0,2024-01-22,signup,5,98.58537476836064,9,False,EQOMPRQEWY,8
234,0.0,2024-01-06,signup,5,99.31015048571632,6,False,WDCBAOBGWP,6
235,1.0,2024-01-26,signup,7,98.47368851665708,5,True,YLJXFOVMVA,12
240,1.0,2024-01-04,signup,5,104.08402508480997,7,False,ZYKTZXDHHZ,10
246,0.0,2024-01-27,signup,4,113.7161500022417,7,True,,1
250,0.0,2024-01-18,signup,6,95.22870668127318,6,False,FVIKAFWSNY,1
252,1.0,2024-01-19,signup,11,103.34230450645563,2,False,KOCYNCMCMV,13
253,0.0,2024-01-22,signup,7,93.18369943710128,9,True,BDQKEYUSMI,2
256,1.0,2024-01-09,signup,5,98.82695509894955,8,True,FSXSWSYZUJ,9
259,0.0,2024-01-22,signup,2,98.13345376658434,9,True,KSFIGBQODL,6
267,1.0,2024-01-16,signup,5,116.48033600029903,4,False,LYBCDYVCHQ,19
268,0.0,2024-01-02,signup,0,101.40909802213152,8,False,ICDPTWVENR,3
270,1.0,2024-01-20,signup,4,98.52120372526166,3,True,GOGGTKNAMI,12
272,1.0,2024-01-03,signup,4,94.15083824954866,8,False,MPHAMNJDFG,5
275,1.0,2024-01-23,signup,7,100.17771891303563,5,True,RWQKNZRIVB,12
276,1.0,2024-01-02,signup,2,85.44217402852877,6,True,RGEDZASBRA,15
279,1.0,2024-01-25,signup,5,97.78142715049604,8,True,ZDCQVADSDR,12
281,0.0,2024-01-05,signup,5,89.28006813110136,8,False,XVACGPNCAJ,4
286,0.0,2024-01-30,signup,3,93.66980780630784,1,False,VEYIFYUIOP,3
293,0.0,2024-01-18,signup,6,90.04607353908949,5,False,BWKSTABDJH,3
301,1.0,2024-01-12,signup,7,102.8912818870768,6,False,HWDYYSGJZR,25
306,1.0,2024-01-12,signup,7,98.02655765777548,9,True,POZJYBRZVJ,8
314,1.0,2024-01-30,signup,4,81.18953004949937,3,False,PVTMUCPXBM,16
316,0.0,2024-01-11,signup,7,115.04614791148938,4,True,DNZYBFEQQX,1
320,1.0,2024-01-30,signup,8,104.87283759757996,9,False,EPJEEVITQL,7
321,1.0,2024-01-19,signup,3,107.97101182018976,2,False,PXLHFETYFZ,9
326,1.0,2024-01-05,signup,5,114.34751799756,4,True,YJUWGABPSV,14
327,1.0,2024-01-25,signup,5,102.83912378230696,4,True,KWPRBKALJZ,25
338,0.0,2024-01-21,signup,5,93.28724613601952,5,True,LXGGISTXEU,9
345,1.0,2024-01-15,signup,4,108.35078986457115,8,False,ZNTKHUJZBI,6
347,0.0,2024-01-19,signup,5,66.89102071066304,9,True,GUHJUXCUAI,11
349,1.0,2024-01-05,signup,5,97.03269303547292,2,True,RUQHWTWNTS,9
352,1.0,2024-01-13,signup,7,93.89916963241744,5,True,PYXIFNVILN,23
353,0.0,2024-01-18,signup,4,95.10441852037576,1,True,IXRSKBZDGM,1
360,0.0,2024-01-30,signup,3,106.97749465045274,1,True,PJRQVNYWKR,1
362,0.0,2024-01-09,signup,2,103.28727706977004,2,False,CUOGTVGVLJ,2
367,1.0,2024-01-10,signup,2,107.1459067348941,2,False,JELRVEIWTP,9
370,0.0,2024-01-30,signup,6,112.4175593512583,3,False,AJTXKCIAPG,1
373,1.0,2024-01-21,signup,5,97.0902600670187,9,False,GRDBMUTEGG,15
374,0.0,2024-01-13,signup,4,105.9644183115982,4,False,ZYBUMTNCVY,1
382,1.0,2024-01-13,signup,7,116.894816542316,9,False,QIRLGHFEYT,14
385,1.0,2024-01-05,signup,3,85.42857458317151,7,True,NEDLCGZVFP,13
388,1.0,2024-01-28,signup,1,84.93247571858818,2,True,JZUSHCNZAY,9
391,0.0,2024-01-26,signup,3,118.99305929441114,8,True,YGLLRNOUHW,1
400,0.0,2024-01-20,signup,10,106.6683537760536,5,False,USEDQJJTXO,1
401,1.0,2024-01-23,signup,2,85.98374678732094,8,False,MHSUUXYIIR,8
404,0.0,2024-01-09,signup,3,100.44837695957293,6,True,IGCIXTLQSM,4
406,0.0,2024-01-19,signup,4,85.65121057151805,8,False,DQBBZCLEKF,1
419,1.0,2024-01-27,signup,3,112.96385974935816,8,True,AOOQECTXNK,6
423,0.0,2024-01-06,signup,5,96.4028966843043,3,False,EPMDFKOEUJ,5
426,0.0,2024-01-21,signup,7,107.9419529229743,7,True,YFROGHEYSX,8
427,1.0,2024-01-01,signup,3,94.37762740948016,6,True,LGZDTMNLJY,8
430,0.0,2024-01-28,signup,2,106.87547433267976,7,False,SNDYIUCQAE,3
432,1.0,2024-01-20,signup,8,112.83422950431688,4,False,JHAOJJIWCW,14
436,0.0,2024-01-05,signup,4,88.21226042896755,5,True,QDOAFZIIST,2
438,1.0,2024-01-15,signup,5,105.70605076280933,8,True,ADKNQXITXD,25
445,1.0,2024-01-08,signup,10,97.2752086061423,1,False,COQGIQDKJZ,15
449,0.0,2024-01-29,signup,4,97.53294500662108,3,True,XESIROZJQI,5
451,1.0,2024-01-11,signup,3,107.14178324880626,2,False,QNQSVXSEUL,26
452,0.0,2024-01-13,signup,3,78.78359473214545,1,False,PABKNFJTAM,6
459,0.0,2024-01-19,signup,3,81.51018276970704,1,False,KJJLWOBSQO,16
463,1.0,2024-01-31,signup,3,111.66215352578988,1,True,AEMOQPZTTB,22
501,1.0,2024-01-06,signup,3,102.32202888524552,3,False,UTIMHHOHJP,16
505,0.0,2024-01-10,signup,5,95.45804245309726,7,True,YDSYXTXNUN,5
512,1.0,2024-01-20,signup,3,100.4562255830264,5,False,MAHSOLTKEW,15
519,0.0,2024-01-24,signup,4,103.18332501319992,5,True,MFELPVBLUU,2
523,1.0,2024-01-25,signup,5,102.60245694966603,4,False,IKLMFEYYHN,16
525,0.0,2024-01-10,signup,7,89.75931067513442,1,False,XYECIRVNCY,10
526,0.0,2024-01-17,signup,5,82.61664122169167,6,True,PVDXFBWPGM,2
527,0.0,2024-01-29,signup,6,77.84703003031795,5,True,RVMSZZDPNQ,3
528,0.0,2024-01-08,signup,5,96.53291881464372,8,False,SACGVDYWXR,9
530,1.0,2024-01-01,signup,7,88.7905738897149,3,False,DZHTRLDBIX,18
533,1.0,2024-01-07,signup,2,95.5653684651829,6,False,XOLXNLHBCZ,20
534,1.0,2024-01-24,signup,7,92.62184332620131,6,True,IEXGHXCYGL,7
537,0.0,2024-01-12,signup,6,84.83963394174387,2,False,PSOJFGSNNP,8
539,0.0,2024-01-26,signup,7,101.94046235487924,2,False,SYJUCSTRZE,7
557,0.0,2024-01-08,signup,11,92.24793772555346,6,False,LVJQWQXXLU,2
558,1.0,2024-01-10,signup,4,100.47463823846113,6,False,NHTYEOTPZH,6
566,0.0,2024-01-30,signup,5,100.8262417718406,7,False,NAOXGOYWZF,1
575,1.0,2024-01-09,signup,5,89.302650174727,4,True,REYBGTVOKY,21
576,0.0,2024-01-10,signup,6,98.99074237682169,5,False,NJEBHCDREE,8
580,0.0,2024-01-08,signup,9,83.89896432800936,3,True,YKEOETLNNG,2
582,0.0,2024-01-14,signup,5,106.34248286559318,8,True,ETCAJJRHIP,4
592,0.0,2024-01-26,signup,4,93.41658502234264,2,False,CNKVNFRBSZ,7
593,0.0,2024-01-12,signup,5,92.59241595647832,6,False,FCNTCDPNMW,9
598,0.0,2024-01-01,signup,4,110.92301950155208,3,True,UFFRUFQLMG,1
599,0.0,2024-01-20,signup,1,88.28632942649172,8,True,LPGTEFYWJL,2
602,0.0,2024-01-03,signup,8,112.2730963770448,1,False,EHMMMGVKOA,2
605,0.0,2024-01-25,signup,4,64.95860494495676,6,False,DWYVEJRRSW,7
611,1.0,2024-01-02,signup,4,80.41650572620313,6,True,FFUBCHUAGP,14
614,1.0,2024-01-14,signup,2,95.1813589739246,6,True,JYFIJESLYA,16
616,0.0,2024-01-08,signup,3,108.86713132636667,5,False,ZCNHYQKMGM,1
619,1.0,2024-01-29,signup,9,100.90110316391711,2,False,RGKHMWRUXA,18
624,1.0,2024-01-11,signup,6,100.07382771778488,5,True,UGHFDHTXRD,15
625,0.0,2024-01-17,signup,6,105.4228908346862,6,True,RJISFSBNJB,2
627,1.0,2024-01-10,signup,1,101.48921368069304,6,False,RNPBRFDQDX,5
632,1.0,2024-01-02,signup,6,88.10479125278215,5,True,QYTZJRDRIM,14
640,0.0,2024-01-12,signup,3,108.2982624462249,6,False,BIHFEVBUIM,2
642,0.0,2024-01-06,signup,5,82.01044449322826,8,True,SSKURYLYZP,2
643,0.0,2024-01-24,signup,6,97.12613917989214,7,True,GIBIFRRMAT,1
654,0.0,2024-01-07,signup,5,99.50051546566756,3,False,NJXMZWWFIW,4
658,1.0,2024-01-15,signup,6,108.81707911011056,3,True,GVIKENFAAJ,18
671,1.0,2024-01-28,signup,4,94.28423979020872,9,False,VNWHTKCVXP,13
690,0.0,2024-01-16,signup,5,108.74236272174826,9,True,SQNBXJNFSJ,2
698,0.0,2024-01-03,signup,3,105.36321305248283,9,False,HMNFUOVOWZ,15
704,0.0,2024-01-27,signup,5,108.63534348471646,8,True,FMGLODWJAI,2
706,0.0,2024-01-28,signup,2,89.33433240174465,3,True,CEDWZBKFLE,1
708,0.0,2024-01-06,signup,10,94.60800364104834,3,True,HINGPSFRDB,6
710,1.0,2024-01-14,signup,7,100.73090512179012,5,True,MTPFPWDOPG,15
715,1.0,2024-01-29,signup,7,95.78590151084792,2,False,PUHGEATEQG,9
718,0.0,2024-01-17,signup,4,114.72189516331828,1,True,XGFYZZUXJR,4
720,1.0,2024-01-19,signup,3,101.34642607469766,1,False,HZFVXJXGEL,16
723,1.0,2024-01-12,signup,5,76.74481976022973,8,False,BBSEAEVOWC,15
737,1.0,2024-01-03,signup,5,103.8364523514783,9,False,GHNCYYMMTP,9
740,0.0,2024-01-26,signup,5,105.18086749807314,9,True,WWXKLNYLDU,4
741,0.0,2024-01-18,signup,9,100.54198250992852,4,True,DIZVUCIXFY,5
745,1.0,2024-01-02,signup,3,102.48430028749144,8,False,SPLUQDKFMN,22
758,1.0,2024-01-02,signup,8,93.7501917640778,8,True,WYRHXLWMAY,11
759,1.0,2024-01-15,signup,2,91.24425489759658,9,True,WQCXHPIDID,16
762,0.0,2024-01-03,signup,4,91.70497389726825,4,False,AORSCBDFWI,4
771,1.0,2024-01-01,signup,4,101.17760254414588,3,True,GQAPHMNXBK,29
774,1.0,2024-01-17,signup,4,112.73039231648536,5,False,BZJCNBMXML,21
776,0.0,2024-01-10,signup,6,85.9506524513752,7,True,RDPYIQZBMC,8
779,1.0,2024-01-08,signup,6,101.18692150893494,6,False,MFQNWOZXMS,14
781,1.0,2024-01-07,signup,6,100.89728584667851,1,True,OYYQXPXEKZ,13
786,1.0,2024-01-31,signup,5,105.6329695101261,6,False,HSJVHVITCA,13
789,1.0,2024-01-01,signup,7,106.60039014166748,8,True,JXWKANDJCR,13
791,1.0,2024-01-03,signup,4,100.02832261038176,4,False,RCHBBHXNVX,20
794,0.0,2024-01-05,signup,5,107.9372610810738,5,False,CMNXJCHIIP,22
797,1.0,2024-01-21,signup,3,98.59914975993097,9,True,GDMEBGLZFE,28
802,1.0,2024-01-08,signup,7,112.00384104083808,7,False,LBIFWPYBWF,21
807,1.0,2024-01-04,signup,5,98.6125161615027,5,False,UJKCVSBKNM,18
813,1.0,2024-01-28,signup,4,102.2941308410356,5,False,IYNCYSMWUV,24
816,1.0,2024-01-19,signup,4,97.24688035021548,9,True,YLCEHNZABA,11
821,0.0,2024-01-17,signup,7,93.21619612436034,2,False,SSZDSRLDJP,3
831,0.0,2024-01-06,signup,3,94.35102015278726,1,True,HIGFFFZBXL,3
835,0.0,2024-01-18,signup,4,102.38508809631564,5,False,XOKTNESPEO,3
836,1.0,2024-01-18,signup,2,99.10670260056008,6,True,EJFQSWZBJA,8
838,1.0,2024-01-10,signup,5,105.61635957745376,7,False,VPYDBZVHTE,16
839,1.0,2024-01-05,signup,7,93.08248090616908,5,False,SAAFCDSWCC,22
842,0.0,2024-01-23,signup,2,107.50540962664869,9,True,MHZLKADZAW,5
850,0.0,2024-01-23,signup,3,99.31167229192889,2,False,LYWGSLNBTH,5
860,1.0,2024-01-27,signup,10,119.97037243742945,2,False,FOUNMYYFHQ,15
865,1.0,2024-01-06,signup,3,91.73731053689092,2,False,YTNTDRSNDE,6
866,0.0,2024-01-13,signup,1,94.88375966745744,2,True,JMTGMQDPTP,2
870,0.0,2024-01-22,signup,1,101.79215881427372,6,False,MHCYGCCQFU,3
880,0.0,2024-01-27,signup,6,115.95762486240676,1,True,TUICNOJJRT,3
883,0.0,2024-01-03,signup,8,105.88325912793918,7,False,ACJHDYBUCE,4
888,0.0,2024-01-17,signup,5,79.41373006969687,3,True,YOBNHOXFYF,11
890,1.0,2024-01-14,signup,11,118.54644237577082,5,False,QBKPIJNJYF,14
892,1.0,2024-01-26,signup,8,102.9570332854834,2,True,DFSUMGNCSD,12
893,0.0,2024-01-24,signup,5,102.66463605943036,4,True,GWNOZVRSRB,5
895,0.0,2024-01-23,signup,2,89.6659909708585,8,True,VWTTZIOENI,3
900,0.0,2024-01-27,signup,2,93.31662087455264,3,True,XNYHBTBNDJ,1
915,0.0,2024-01-04,signup,5,119.27421226904788,1,True,YMFDNPQKIM,8
919,0.0,2024-01-15,signup,6,108.88456556016337,4,True,HJLDOUDXLN,16
921,0.0,2024-01-17,signup,5,103.1020052700573,5,True,HHZAADKBJV,13
923,1.0,2024-01-27,signup,7,89.24501517451567,4,True,VFVYNUSVFY,7
926,0.0,2024-01-23,signup,3,105.53011330435022,1,False,ENRJFZMQNM,11
927,1.0,2024-01-16,signup,4,95.9379995011735,5,False,PIKNMLKDKF,16
928,1.0,2024-01-17,signup,5,92.2853917877404,1,True,UXDNPTPECX,37
929,0.0,2024-01-14,signup,4,96.3925731925446,3,False,RRHIJXCZOY,1
934,0.0,2024-01-12,signup,2,90.36519321369056,5,True,JHLUZDSKYM,1
940,0.0,2024-01-06,signup,5,92.15425979487102,7,True,JMOOHGXTWM,1
941,1.0,2024-01-04,signup,7,107.69944155035328,9,False,CNGHVSGEHT,12
943,1.0,2024-01-26,signup,4,96.05518464535812,4,False,SJGRDZTJOQ,24
944,0.0,2024-01-23,signup,4,83.45534083821408,4,True,AKRULLBMLT,12
945,0.0,2024-01-12,signup,8,88.95544298410564,5,True,VRSTCDGDOY,5
946,0.0,2024-01-13,signup,8,95.26217717902917,1,True,ZXOFCYLMSV,18
949,1.0,2024-01-13,signup,2,102.39878208911249,5,False,COGAXYVMUI,7
952,0.0,2024-01-20,signup,6,103.46919648684262,5,False,WWYOUYKKUS,1
957,0.0,2024-01-18,signup,5,86.95342602756658,2,True,TTVFUYMIVE,2
958,0.0,2024-01-27,signup,4,107.43399319128932,5,False,QESSCBULEN,3
960,0.0,2024-01-29,signup,6,98.19757448182024,9,True,KSKDFVQOHW,3
969,0.0,2024-01-15,signup,3,100.2332532748357,5,False,XFRFGSVNMA,2
970,1.0,2024-01-19,signup,4,96.24307455562295,2,True,FIRKVYKSOI,22
973,0.0,2024-01-17,signup,5,95.79969642194932,7,True,REBSMLGTTT,2
974,0.0,2024-01-21,signup,2,92.53404980928228,6,True,LJMVWKYUUM,3
983,0.0,2024-01-01,signup,4,109.12839080617032,1,False,TDQIHBITTJ,3
988,0.0,2024-01-17,signup,5,88.91007165013677,7,False,AJNLYNBTPO,2
993,1.0,2024-01-31,signup,6,107.96289862353484,1,False,FLXCREYSVB,14
995,0.0,2024-01-15,signup,5,99.70400690311438,8,True,DUNFDNCKWM,1
997,0.0,2024-01-11,signup,2,87.35994727022066,4,False,DBMQVILOCG,8
999,0.0,2024-01-27,signup,9,99.95345377808428,6,False,KCOFGBIBCI,12
1004,1.0,2024-01-29,signup,5,104.67254763469796,5,False,LORDOPYUBO,24
1008,0.0,2024-01-26,signup,10,104.56462534363112,9,True,LDOHETXYAD,5
1009,0.0,2024-01-19,signup,7,110.66620426162524,8,True,DTYRGVFMCK,5
1028,0.0,2024-01-01,signup,4,113.16283220968812,6,False,UZLJPVTCXM,2
1036,0.0,2024-01-20,signup,8,110.89912187805426,5,True,JGGJJTHPRU,3
1038,0.0,2024-01-17,signup,6,104.04990144142327,7,True,VEHKOTILTM,2
1052,1.0,2024-01-17,signup,4,82.39173540136943,3,True,UBGECTWTRF,11
1057,0.0,2024-01-31,signup,8,109.53143802357708,6,True,KYGDUCUWYM,2
1058,0.0,2024-01-02,signup,5,90.33749351273644,1,True,KCYMGBDYSC,8
1062,1.0,2024-01-17,signup,6,96.31612542555118,5,False,QCJVAWYIMF,13
1063,0.0,2024-01-11,signup,8,103.34685616529188,2,False,KMFNNCZVER,4
1065,1.0,2024-01-10,signup,0,106.06330516684,4,False,RANIYZSKFA,15
1068,0.0,2024-01-28,signup,10,97.6426187910802,3,True,FGZUGTGZPZ,3
1070,0.0,2024-01-16,signup,3,100.6779446042088,3,False,ACYPUVHSOW,2
1082,0.0,2024-01-21,signup,4,98.45879481150178,4,False,SRCGDDJHBN,2
1087,0.0,2024-01-15,signup,10,97.0173119434586,1,True,NXRPDJYFAM,4
1091,1.0,2024-01-12,signup,4,85.78210869835495,8,True,XDFBBSBHKN,11
1092,1.0,2024-01-07,signup,2,94.3413099735002,4,True,ASEHVFRQUJ,4
1093,1.0,2024-01-05,signup,9,94.0134644762399,9,False,IIYVSQVHBP,10
1095,0.0,2024-01-24,signup,2,81.64204963901517,9,True,SHKBQTZWSS,2
1115,1.0,2024-01-31,signup,6,111.28450976716856,7,True,MUOQTYXPPH,8
1117,1.0,2024-01-11,signup,1,94.2338189748733,7,True,VCDZUIQOPB,17
1122,1.0,2024-01-15,signup,4,100.63004116562254,3,False,QBSPUXTXAY,14
1123,1.0,2024-01-13,signup,4,93.29011802714518,2,True,VKAYUAPTNB,13
1126,0.0,2024-01-14,signup,1,96.85579458330686,2,False,BAVWGRIWSQ,1
1127,0.0,2024-01-21,signup,5,95.91675868574872,3,True,ACGNMOMNLJ,7
1134,1.0,2024-01-19,signup,0,71.12584173742637,2,False,SUZAZWTDMK,12
1135,0.0,2024-01-24,signup,4,109.85087949609456,7,False,FCVWAEPSKW,3
1142,1.0,2024-01-25,signup,5,81.48583442383098,7,True,NNKEZNVAAB,10
1143,1.0,2024-01-14,signup,5,109.3815265925572,5,True,INETGXZCBY,12
1151,1.0,2024-01-24,signup,8,98.75758425555968,6,False,SVYESOOFWR,14
1157,1.0,2024-01-08,signup,3,109.02462487275206,9,True,IISCHQFBIE,8
1169,0.0,2024-01-12,signup,6,107.64148453292349,9,True,DABOAFDXJR,1
1174,1.0,2024-01-28,signup,3,97.96003649529884,3,True,WUMFFJAHAF,6
1176,1.0,2024-01-13,signup,6,70.27000732471264,4,False,MVSYMXKJUA,19
1194,0.0,2024-01-23,signup,5,97.99430053817056,1,False,ITXSZDVKSX,1
1199,0.0,2024-01-16,signup,3,95.29683106596477,7,False,DKEZPQOXOA,5
1200,1.0,2024-01-21,signup,6,102.1235066642002,2,True,YPZHPYRBVI,15
1201,0.0,2024-01-08,signup,3,89.98522265651515,6,True,KSSUHTGZUS,11
1202,0.0,2024-01-16,signup,6,101.73244835882788,4,True,VAUSUPUYIY,3
1217,1.0,2024-01-17,signup,3,97.63735541747448,5,False,INDGXRKGGO,14
1233,0.0,2024-01-03,signup,3,107.3342210926611,7,True,WVMKZTSFEG,2
1237,0.0,2024-01-02,signup,4,98.84180815825088,4,False,SGSVVPUTKS,1
1241,1.0,2024-01-22,signup,6,100.2739330087535,7,False,KUBWYHOHAV,6
1248,1.0,2024-01-23,signup,4,95.45847534976636,3,False,PGKBCBGCPG,15
1258,0.0,2024-01-14,signup,2,108.11451766891224,5,False,ZANROXSCOM,4
1261,1.0,2024-01-30,signup,4,100.64374279705244,9,False,PYINSEVNMD,14
1266,0.0,2024-01-01,signup,6,93.05473198984488,1,False,EQRVZDGWUM,1
1269,0.0,2024-01-24,signup,7,115.63016643341363,1,True,WKUVKBVOSO,21
1270,1.0,2024-01-10,signup,2,94.66830971701108,1,False,SOFZTOQUHE,16
1281,1.0,2024-01-20,signup,7,98.76272452857,7,True,RCIZKXBUZU,5
1285,1.0,2024-01-30,signup,9,99.30182517033391,7,True,ALBWFMQLGR,14
1289,0.0,2024-01-03,signup,6,101.277931116434,5,True,IAIVQNXLUW,4
1290,0.0,2024-01-11,signup,7,94.34851110814282,3,True,DTTDQXBCPA,1
1291,0.0,2024-01-25,signup,8,110.15656347776746,6,False,OYBLICUQXU,5
1292,1.0,2024-01-10,signup,3,104.98726373444244,2,True,BOHKVNEGOJ,12
1297,0.0,2024-01-21,signup,2,93.53097790707388,2,False,EVTHGZMFAZ,5
1300,0.0,2024-01-30,signup,1,91.31889705317607,4,False,CHQHMZZKDQ,8
1302,0.0,2024-01-12,signup,5,107.26286297859282,6,True,YOLODVDAVI,7
1304,1.0,2024-01-09,signup,3,115.8949388035091,3,True,PUWIJTDZSG,11
1305,1.0,2024-01-25,signup,11,99.63442486142073,2,False,VDEQNVNZEU,9
1306,1.0,2024-01-14,signup,8,105.6098883882667,3,False,CTQRHKUXCW,17
1311,1.0,2024-01-31,signup,2,110.4826880212195,4,False,QUFLAXZPQD,16
1313,1.0,2024-01-05,signup,5,97.5750078755316,2,True,QINUVSMRGV,15
1315,1.0,2024-01-31,signup,5,101.23878500151456,5,False,SZYZIOBWSP,8
1317,1.0,2024-01-18,signup,9,97.40053947279142,2,True,CFYSGXNLBM,22
1322,1.0,2024-01-18,signup,4,106.73669247497196,4,True,RSIFJSLTFF,14
1325,0.0,2024-01-27,signup,6,103.37886960040484,9,False,EBAGMAMOTW,2
1331,1.0,2024-01-01,signup,4,98.75697551188028,4,False,ZHKJDKEPON,14
1336,0.0,2024-01-06,signup,4,91.91211835781256,4,True,ZCSGTZPNDP,1
1340,0.0,2024-01-31,signup,5,109.78737655681068,9,False,ETLTEZOQWY,2
1344,1.0,2024-01-16,signup,5,100.2375952332941,7,False,ESNGKFMALU,11
1345,0.0,2024-01-05,signup,9,116.26617926807144,4,False,XMAQJUOCAK,14
1360,1.0,2024-01-31,signup,8,100.83880851479888,3,False,DVSBBUVEEX,9
